,stateabbr,statedesc,placename,totalpopulation,access2_crudeprev,arthritis_crudeprev,binge_crudeprev,bphigh_crudeprev,bpmed_crudeprev,cancer_crudeprev,casthma_crudeprev,cervical_crudeprev,chd_crudeprev,checkup_crudeprev,cholscreen_crudeprev,colon_screen_crudeprev,copd_crudeprev,corem_crudeprev,corew_crudeprev,csmoking_crudeprev,dental_crudeprev,depression_crudeprev,diabetes_crudeprev,ghlth_crudeprev,highchol_crudeprev,kidney_crudeprev,lpa_crudeprev,mammouse_crudeprev,mhlth_crudeprev,obesity_crudeprev,phlth_crudeprev,sleep_crudeprev,stroke_crudeprev,teethlost_crudeprev
871,FL,Florida,Welaka,704,21.3,36.6,11.2,47.1,84.0,10.8,9.1,79.5,12.0,81.1,91.0,73.8,13.4,40.3,35.8,20.8,51.9,17.9,16.5,23.9,42.8,5.0,33.2,76.7,14.2,34.1,16.2,35.5,6.0,20.1
872,FL,Florida,Deerfield Beach,75018,23.9,25.6,13.4,35.4,77.0,7.6,8.7,81.7,7.8,76.5,87.7,73.8,9.0,32.3,31.1,18.6,58.1,17.7,12.1,18.7,34.0,3.7,28.7,79.3,15.4,29.6,12.6,36.8,4.1,15.0
885,FL,Florida,Fountainebleau,53071,34.3,18.4,13.5,28.2,73.8,4.9,7.3,80.2,5.6,74.4,86.4,68.5,4.6,29.8,26.4,12.3,59.4,14.3,13.4,19.5,29.8,3.3,33.6,75.8,13.9,28.8,11.5,33.9,2.7,11.2
890,FL,Florida,Bristol,996,26.9,28.1,15.0,39.0,76.1,7.0,10.3,76.6,8.7,73.6,83.2,68.7,12.4,37.3,33.7,26.9,48.9,21.9,13.2,23.7,35.4,3.9,34.0,72.3,18.7,38.9,16.0,37.6,4.7,24.8
891,FL,Florida,Dover,3702,41.5,18.0,17.6,28.2,67.4,4.2,9.0,76.1,5.8,69.2,79.5,63.3,7.6,29.2,29.2,21.3,45.9,18.9,10.8,21.7,27.9,2.9,33.8,73.5,18.0,33.0,13.3,34.0,3.0,21.9
898,FL,Florida,Ponce de Leon,598,22.7,29.6,15.2,37.3,74.8,7.2,9.8,78.3,8.6,74.9,84.5,68.2,11.8,36.0,31.1,24.9,46.9,22.7,12.3,21.7,34.6,3.7,30.9,71.7,18.1,34.6,15.2,35.4,4.4,20.7
902,FL,Florida,Trilby,419,23.8,27.7,14.5,37.2,78.5,6.9,9.6,78.2,7.9,76.1,86.8,69.9,9.7,31.5,32.9,23.4,51.4,21.6,14.2,20.2,33.9,3.6,30.4,74.1,16.8,34.2,13.4,37.4,4.4,19.9
908,FL,Florida,San Castle,3428,33.8,21.7,13.8,35.4,72.7,5.2,9.7,78.2,7.2,74.6,84.3,68.5,9.4,32.5,35.5,23.2,50.0,18.0,14.0,23.9,30.2,3.7,33.9,78.2,17.3,32.6,14.5,39.4,4.2,25.1
909,FL,Florida,Jasper,4546,34.7,18.1,18.2,34.7,62.2,3.8,8.8,77.0,5.8,71.9,78.3,64.7,8.1,34.4,25.6,29.2,39.9,16.8,10.5,22.3,26.6,2.8,32.2,74.8,17.5,37.0,12.7,43.5,3.5,26.8
911,FL,Florida,Elfers,13986,23.5,28.8,15.3,34.4,76.9,7.8,9.0,77.6,8.6,74.1,85.6,67.1,10.7,34.2,30.8,24.8,51.4,23.0,12.1,19.4,34.4,3.6,30.1,71.2,16.9,31.8,13.8,35.0,4.1,18.8
921,FL,Florida,Port LaBelle,3530,38.2,21.4,15.7,31.5,71.7,4.9,9.6,74.0,7.0,67.9,80.1,63.8,9.3,32.4,24.8,25.3,43.2,20.0,13.2,24.8,28.6,3.5,36.7,73.3,18.6,36.2,15.0,34.6,3.9,25.5
925,FL,Florida,Montura,3283,45.4,23.5,14.2,35.0,74.2,4.9,9.5,72.1,8.5,68.0,80.9,60.5,10.2,27.2,21.7,27.0,38.5,19.5,17.8,31.4,32.9,4.2,43.0,73.2,18.2,38.3,18.0,34.3,4.3,23.9
933,FL,Florida,Vero Beach,15220,20.5,29.3,12.5,37.0,80.2,9.6,8.5,80.7,9.3,77.4,89.0,72.0,9.6,40.8,35.0,17.7,61.8,17.3,11.9,17.1,37.4,3.8,25.9,72.3,13.4,30.2,12.3,31.2,4.2,12.8
935,FL,Florida,Oak Hill,1962,20.3,33.8,14.2,41.9,79.3,8.7,9.3,77.9,10.2,77.1,88.8,71.5,12.1,44.1,36.0,23.1,51.1,20.8,14.8,21.3,38.6,4.2,29.9,76.4,15.7,34.9,15.0,35.6,4.8,19.2
937,FL,Florida,Haines City,20431,33.2,26.6,13.2,39.0,76.1,6.1,9.8,77.2,8.0,75.0,84.3,69.2,9.9,34.5,31.3,22.4,44.5,19.2,15.1,25.2,34.3,4.0,35.1,77.2,16.9,40.7,15.3,36.7,4.6,22.3
939,FL,Florida,Lauderhill,66955,27.0,23.9,11.9,39.3,75.4,5.6,10.5,81.9,6.7,79.3,87.6,72.6,8.7,26.4,27.2,22.4,49.9,17.0,14.5,23.1,30.3,3.8,33.7,82.7,17.6,36.5,13.7,44.5,4.7,21.0
945,FL,Florida,River Ridge,4702,18.2,26.9,16.0,32.0,76.4,7.8,8.5,81.3,7.2,74.3,88.2,70.8,8.7,38.4,36.8,20.6,59.9,22.1,10.6,14.9,34.5,3.0,24.4,72.4,15.3,29.8,11.5,33.4,3.3,13.3
954,FL,Florida,Greenville,843,28.2,31.4,11.4,46.6,78.1,6.2,12.1,75.4,9.6,80.6,85.3,65.8,12.9,24.4,28.9,28.6,37.2,20.4,19.7,32.5,34.1,5.2,42.1,80.0,19.4,43.9,18.7,43.5,6.8,30.1
956,FL,Florida,Osprey,6100,11.6,29.6,12.8,35.9,81.3,10.9,7.3,85.4,8.3,79.7,93.6,77.9,7.5,47.1,47.2,10.9,75.0,16.9,10.5,12.1,35.4,3.5,18.5,75.6,11.2,23.6,10.0,29.6,3.5,7.8
958,FL,Florida,Meadow Woods,25558,30.9,14.4,15.1,24.8,66.6,3.8,7.8,82.6,4.0,69.9,86.2,68.7,4.1,37.1,35.5,14.0,56.3,15.6,9.8,15.3,25.9,2.3,25.8,76.0,14.6,30.0,9.4,34.1,2.1,10.6
961,FL,Florida,Palatka,10719,28.2,29.0,13.4,41.7,77.6,6.8,10.9,77.6,9.0,77.9,84.9,67.9,12.4,33.6,30.5,27.7,40.8,20.1,15.7,27.7,34.5,4.5,37.4,77.3,18.8,39.5,17.0,41.7,5.6,28.5
964,FL,Florida,Aventura,35762,18.8,24.1,13.0,32.2,78.8,8.5,7.3,83.6,7.2,77.8,90.1,76.5,6.3,40.8,32.5,10.6,69.8,14.9,10.8,13.5,32.8,3.3,24.2,75.5,12.3,23.7,9.9,31.0,3.2,9.6
968,FL,Florida,Okeechobee,5649,28.7,26.2,14.6,35.0,74.4,6.8,9.1,76.7,8.1,72.4,83.8,69.8,10.0,38.1,30.3,22.7,51.7,20.3,11.8,20.9,32.8,3.5,33.0,72.6,17.2,32.5,13.5,33.2,4.0,21.3
972,FL,Florida,LaBelle,5008,38.3,26.5,13.9,36.9,77.2,6.9,9.2,73.3,9.9,70.7,82.5,66.3,11.7,35.1,24.7,23.4,43.8,18.7,15.5,26.7,32.9,4.4,38.0,72.1,16.9,35.4,16.4,33.1,5.0,25.8
974,FL,Florida,The Acreage,38698,21.7,18.4,17.1,28.4,69.7,5.0,8.5,82.3,5.0,72.2,86.7,71.3,6.5,38.8,42.6,18.9,64.3,18.4,9.5,14.1,29.3,2.5,23.3,79.2,15.6,27.2,10.4,35.9,2.6,13.8
983,FL,Florida,Panacea,816,19.6,27.4,15.7,36.5,76.6,7.4,9.1,77.5,8.2,74.7,85.6,72.5,10.6,41.8,34.6,22.8,55.6,21.7,11.8,18.4,35.4,3.4,28.0,74.7,16.8,33.1,13.5,34.9,3.8,17.0
985,FL,Florida,Malone,2088,33.6,18.1,19.2,36.7,63.1,3.8,8.3,77.7,5.8,72.2,80.5,64.1,7.4,36.1,35.0,27.7,44.8,16.9,12.0,21.0,27.4,2.7,31.5,75.5,16.6,37.2,12.2,43.4,3.3,23.0
995,FL,Florida,Chokoloskee,359,17.9,30.1,14.0,37.3,81.1,9.2,8.4,79.9,9.7,76.0,89.2,72.5,11.0,47.3,39.4,18.1,61.8,17.8,13.2,17.3,39.5,3.8,26.2,72.0,13.5,27.1,12.8,30.8,4.2,13.2
999,FL,Florida,Ebro,270,24.9,28.5,16.1,36.6,73.2,6.1,10.7,72.0,8.6,71.5,80.2,65.5,12.8,32.4,32.5,30.9,44.9,25.4,13.4,24.6,33.4,3.7,32.5,72.9,20.8,37.3,17.1,39.6,4.6,25.8
1000,FL,Florida,South Apopka,5753,28.1,22.1,12.5,38.7,74.2,5.1,10.4,81.7,6.5,76.2,87.1,70.8,8.2,33.3,32.5,21.8,46.5,16.9,14.4,22.8,28.9,3.7,31.3,76.9,17.0,36.8,13.4,41.0,4.5,22.6
1004,FL,Florida,Macclenny,6566,20.5,22.7,17.2,32.6,71.0,6.2,9.0,81.1,5.9,75.1,85.0,71.7,7.7,44.7,32.1,22.3,55.1,20.5,9.3,15.3,29.9,2.7,27.1,73.4,17.3,36.0,11.1,36.2,3.0,15.8
1011,FL,Florida,Goldenrod,12039,22.6,19.2,17.2,27.5,69.3,5.2,8.7,78.9,5.4,71.6,83.4,71.5,6.7,42.1,35.8,17.1,56.2,18.9,9.0,14.8,28.2,2.6,24.2,73.7,16.3,28.7,10.4,33.9,2.6,13.8
1014,FL,Florida,Trinity,10910,14.6,26.6,15.3,31.7,77.5,8.5,8.0,83.8,7.0,75.7,90.5,75.2,7.3,41.8,41.1,16.3,66.3,20.4,10.1,12.2,35.2,2.9,20.6,73.8,13.3,27.8,9.9,31.2,3.0,9.5
1021,FL,Florida,St. George Island,636,14.1,35.0,11.0,45.3,82.8,10.8,8.5,81.6,10.6,81.3,92.2,73.4,11.6,42.1,41.5,15.2,61.3,18.3,14.5,17.8,43.0,4.4,25.1,76.2,13.0,35.1,14.0,28.9,4.7,12.2
1027,FL,Florida,Kendale Lakes,56148,33.0,18.9,13.7,28.7,74.4,5.0,7.3,80.5,5.6,74.7,86.8,68.9,4.8,30.6,26.9,12.5,60.5,14.4,13.3,18.8,30.2,3.2,32.9,76.0,13.9,28.7,11.4,34.1,2.7,10.9
1041,FL,Florida,Viera East,10757,15.0,27.4,13.1,36.0,80.0,9.9,8.0,84.7,8.3,79.0,90.7,75.7,7.5,41.8,35.7,12.0,68.8,17.0,11.2,12.9,35.8,3.5,22.0,76.6,12.1,28.8,10.0,29.8,3.6,9.7
1049,FL,Florida,Deltona,85222,25.5,24.5,16.9,32.2,72.2,5.9,8.9,79.5,6.5,73.0,86.1,69.6,7.7,43.0,34.9,20.7,51.7,20.2,11.8,18.1,31.6,3.1,28.3,77.5,16.4,34.9,12.2,36.4,3.2,16.1
1053,FL,Florida,Hillsboro Beach,1875,11.8,34.9,9.0,43.3,86.0,13.6,7.1,85.1,11.1,83.5,95.0,81.4,9.4,38.8,38.5,9.6,73.0,14.6,13.2,14.1,44.2,4.6,22.3,79.0,9.8,23.3,11.2,27.8,4.5,8.2
1054,FL,Florida,Lacoochee,1714,36.3,25.0,15.2,33.3,72.6,5.2,10.5,75.0,7.4,71.9,81.1,63.1,11.0,27.2,27.2,30.1,39.7,24.4,13.9,26.5,30.9,3.7,37.1,73.1,20.0,37.8,16.1,39.2,4.4,28.8
1063,FL,Florida,Bradenton,49597,25.5,28.7,13.0,37.1,78.6,8.4,9.0,79.0,8.8,77.9,87.1,71.6,9.9,36.2,36.9,19.1,56.7,18.8,12.8,19.5,34.2,3.9,28.7,74.2,15.2,31.6,13.6,34.1,4.5,16.6
1073,FL,Florida,Parkland,23997,13.9,18.0,16.2,25.3,71.2,5.8,7.5,86.6,4.3,73.8,90.1,74.4,4.8,37.0,37.3,12.1,72.5,16.6,7.5,9.7,30.7,2.2,17.8,81.6,13.0,24.6,7.9,32.9,2.0,7.1
1080,FL,Florida,University,31089,23.2,8.4,19.1,15.8,48.7,2.0,9.8,69.1,2.4,67.2,74.8,66.3,4.0,37.8,32.0,14.1,54.4,21.1,4.5,12.0,15.8,1.5,20.8,74.2,20.7,23.0,7.8,32.7,1.3,16.7
1082,FL,Florida,Marathon,8299,22.1,25.5,16.8,34.4,78.4,7.4,8.3,81.2,7.9,73.6,88.5,70.8,8.7,39.2,31.0,18.1,62.5,18.0,12.1,17.1,34.8,3.4,26.1,73.4,14.2,31.4,12.3,34.4,3.5,13.4
1094,FL,Florida,Groveland,8809,24.7,22.3,15.7,31.1,69.4,5.3,8.8,80.1,5.5,72.9,85.3,72.5,7.2,47.5,38.7,20.5,54.6,20.2,11.1,16.7,29.4,2.7,27.2,77.9,16.7,37.7,11.2,36.7,2.9,16.2
1107,FL,Florida,Davie,91936,21.9,18.7,15.9,26.5,71.2,5.5,8.0,82.4,5.0,72.9,86.7,72.4,5.9,33.8,34.2,15.1,63.9,17.6,8.9,13.7,29.9,2.5,23.5,80.3,15.0,26.9,9.7,34.8,2.5,11.0
1108,FL,Florida,Belleair Beach,1560,11.8,31.2,12.9,40.0,81.6,10.5,7.8,83.9,8.6,78.2,93.0,77.3,8.0,45.7,47.8,12.7,66.5,16.4,11.5,13.0,40.9,3.6,20.0,76.8,11.5,24.8,10.6,27.7,3.6,9.2
1118,FL,Florida,Lake Alfred,5044,23.4,26.8,14.5,36.7,76.1,7.0,9.2,79.2,7.5,74.7,86.3,72.2,9.2,39.8,35.6,20.2,53.7,19.8,12.0,18.7,35.3,3.4,27.8,76.4,15.8,35.5,12.9,33.9,3.8,16.9
1120,FL,Florida,Waldo,1015,19.7,24.3,15.7,34.1,74.9,6.8,9.4,78.6,6.8,73.1,87.3,74.8,8.3,44.6,32.0,18.1,57.2,19.2,11.0,16.0,32.0,3.1,25.5,74.6,16.1,31.6,11.6,33.0,3.6,15.6
1127,FL,Florida,Pretty Bayou,3238,15.7,30.0,13.9,38.1,79.0,9.2,8.6,81.0,8.6,77.7,89.7,74.6,9.1,46.2,35.7,17.0,61.9,19.8,12.2,15.7,36.6,3.5,26.1,75.2,13.9,28.3,12.2,30.8,3.8,12.8
1130,FL,Florida,Fort Pierce North,6516,31.3,29.8,11.5,47.2,78.2,6.3,11.4,79.2,9.0,81.0,86.6,70.7,11.9,25.9,27.4,27.2,41.3,18.6,18.7,30.3,33.5,4.8,41.1,78.3,18.4,44.9,17.3,43.5,6.3,27.9
1132,FL,Florida,Lake Clarke Shores,3376,19.1,22.5,15.0,31.7,75.8,7.2,7.8,82.9,6.7,75.0,89.6,74.7,7.1,41.8,43.8,14.6,68.5,17.0,10.6,13.6,33.4,3.0,22.4,79.5,13.3,25.6,10.5,32.3,3.0,11.0
1140,FL,Florida,Fleming Island,27126,15.5,22.6,16.2,30.3,71.8,6.4,8.3,82.7,5.3,73.4,88.6,73.1,6.0,42.6,38.9,16.5,63.4,19.5,8.8,12.0,29.3,2.4,20.8,74.0,14.8,32.3,9.4,36.0,2.4,10.4
1141,FL,Florida,San Carlos Park,16824,24.7,21.0,18.7,28.0,69.0,5.3,8.9,78.9,5.8,70.9,83.6,69.5,7.6,40.6,39.9,20.9,61.1,20.1,9.3,16.3,28.4,2.7,24.4,76.5,16.7,28.7,11.7,32.5,2.8,14.9
1146,FL,Florida,Nobleton,282,20.7,31.1,14.1,38.7,78.8,7.8,9.3,78.1,8.7,74.9,86.4,72.3,12.2,40.1,34.3,24.6,51.7,21.9,12.8,20.0,36.3,3.7,29.9,70.5,16.8,36.7,15.0,34.5,4.2,18.5
1151,FL,Florida,Quail Ridge,1040,24.3,22.7,17.8,28.5,69.9,5.4,9.5,79.1,6.0,70.7,83.9,67.2,8.7,33.0,32.4,26.0,51.6,24.6,9.9,17.4,29.9,2.7,27.0,73.2,18.3,33.0,12.4,36.6,3.0,19.0
1159,FL,Florida,High Point,3686,19.2,40.3,10.0,48.1,85.5,12.4,8.4,79.1,13.0,80.8,91.5,76.5,14.1,41.8,34.5,18.8,55.9,18.7,16.1,21.4,42.7,5.1,31.7,68.7,13.3,33.4,15.8,30.9,5.9,17.4
1163,FL,Florida,Whitfield,295,20.7,29.1,15.5,37.9,74.1,6.8,9.6,76.3,7.4,73.1,85.2,67.2,10.9,48.9,38.4,26.5,52.2,22.4,12.0,19.4,35.4,3.3,31.8,73.2,18.6,33.6,14.4,36.1,3.7,18.5
1164,FL,Florida,Jacksonville,821773,21.4,23.6,16.5,34.0,72.1,5.5,9.6,81.9,6.0,74.1,86.3,70.3,7.6,45.0,37.6,20.0,55.7,19.5,11.4,17.2,30.3,2.9,28.2,76.9,16.6,35.2,11.6,35.5,3.3,17.1
1173,FL,Florida,Sebring,10413,28.1,34.3,11.9,44.1,81.7,9.2,9.5,75.5,12.0,78.2,86.4,68.7,13.7,32.4,29.0,22.4,46.8,20.1,17.0,26.7,37.6,5.1,36.2,72.7,16.2,39.3,17.6,36.9,6.2,22.9
1176,FL,Florida,Palm City,23120,13.6,28.6,13.8,33.8,80.8,9.8,8.0,83.8,8.0,77.2,91.6,76.5,7.6,49.9,39.2,12.9,71.6,16.2,10.3,12.6,36.3,3.4,20.0,76.1,12.1,25.6,10.3,30.5,3.4,8.9
1183,FL,Florida,Lake Magdalene,28509,19.6,23.4,15.6,33.1,76.3,7.0,8.5,82.3,6.7,75.5,88.4,72.0,7.5,37.1,33.5,15.4,63.0,17.5,10.7,14.6,33.0,3.1,23.8,77.9,14.3,28.4,11.1,30.8,3.2,12.4
1186,FL,Florida,Dunnellon,1733,19.4,35.0,11.6,44.7,82.8,10.6,9.1,79.5,11.0,80.0,90.1,75.6,11.7,35.6,41.0,17.2,55.4,18.9,13.9,20.0,39.0,4.6,29.3,76.8,13.9,34.6,14.0,33.9,5.2,16.4
1190,FL,Florida,Alachua,9149,18.1,24.0,15.2,33.3,74.8,6.6,9.5,80.1,6.5,73.3,88.0,74.4,8.0,44.9,33.9,17.3,58.2,19.2,11.1,15.8,32.2,3.1,24.5,76.0,15.7,31.9,11.6,32.3,3.4,13.9
1193,FL,Florida,Ridge Manor,4513,20.1,30.3,14.3,38.1,78.9,8.2,8.8,79.8,8.7,75.3,87.2,72.7,10.8,41.1,35.3,21.9,54.6,20.5,12.3,18.2,35.8,3.6,28.2,70.7,15.7,35.4,13.7,33.6,4.1,16.4
1197,FL,Florida,Hialeah,224669,42.6,22.7,12.1,34.2,76.7,5.3,7.9,76.6,8.0,75.2,84.8,64.6,7.1,24.9,22.1,16.5,49.2,15.2,18.1,28.3,33.1,4.4,42.8,73.7,15.4,32.5,15.7,35.9,4.0,18.0
1200,FL,Florida,Largo,79210,20.6,29.9,14.5,38.6,78.6,8.7,8.7,78.6,8.9,74.9,88.3,72.5,10.0,40.3,40.8,19.8,54.4,18.7,12.0,17.6,37.1,3.8,26.8,73.6,15.1,27.6,12.9,32.2,4.2,16.2
1204,FL,Florida,Milton,8832,20.9,26.3,15.4,36.2,73.1,6.6,9.4,77.0,6.9,73.6,84.5,70.6,9.1,47.7,35.8,23.1,53.0,20.7,11.2,17.8,31.9,3.2,30.4,75.4,18.0,32.4,12.7,36.2,3.6,17.5
1213,FL,Florida,Layton,184,15.3,30.1,14.9,39.3,82.6,9.3,8.1,81.1,9.6,76.9,90.7,72.8,9.7,38.6,30.8,16.9,65.6,17.5,13.5,16.5,38.7,3.9,24.6,75.1,13.0,30.1,12.6,32.6,4.2,11.2
1214,FL,Florida,Morriston,164,28.2,26.7,15.8,34.0,74.9,6.4,8.4,79.6,7.6,74.9,85.7,68.7,9.1,38.8,33.4,20.7,54.0,19.6,12.7,19.4,32.5,3.3,30.6,67.7,15.4,36.2,13.0,32.9,3.5,16.5
1215,FL,Florida,Watergate,2942,23.9,21.2,16.2,31.1,71.2,5.2,9.3,78.3,6.4,72.2,84.0,66.8,9.1,36.0,37.8,23.0,56.4,20.2,11.2,18.7,30.5,3.1,27.7,78.6,17.3,29.7,13.3,36.6,3.3,18.7
1216,FL,Florida,North Redington Beach,1417,12.3,33.6,12.1,42.0,82.8,11.6,7.7,83.0,9.4,79.5,93.8,77.5,8.7,46.1,47.1,13.0,66.8,16.2,12.0,13.5,42.2,3.8,21.4,75.8,11.4,24.3,11.0,27.7,3.9,9.5
1221,FL,Florida,Lighthouse Point,10344,14.1,24.3,14.6,31.5,77.5,8.5,7.5,85.6,6.8,76.3,91.0,77.0,6.9,38.1,37.5,13.0,71.2,16.9,9.3,11.8,35.6,3.0,20.1,79.9,12.7,24.6,9.6,31.8,2.9,8.5
1225,FL,Florida,Vamo,5135,15.8,32.1,12.2,38.1,82.8,11.7,7.6,82.5,10.1,79.7,91.8,76.3,9.3,43.8,40.3,11.9,69.9,17.1,11.7,15.3,34.7,4.2,22.9,74.2,12.2,23.5,11.6,30.1,4.5,11.6
1228,FL,Florida,Indian River Shores,3901,9.0,37.8,6.8,45.8,87.6,16.1,6.9,84.6,12.0,86.2,96.6,82.1,8.5,47.4,42.7,7.6,76.3,13.0,12.9,12.5,46.0,4.6,20.1,73.1,7.9,23.6,10.1,23.5,4.5,6.5
1229,FL,Florida,Oakleaf Plantation,20315,21.5,16.9,17.1,26.6,62.9,3.8,8.9,81.5,3.5,70.8,85.2,70.1,4.8,37.5,35.9,20.5,55.0,19.8,7.9,13.1,23.1,1.9,23.9,74.4,17.1,35.7,9.1,41.3,2.0,12.6
1235,FL,Florida,Harbour Heights,2987,17.5,32.3,12.7,41.1,81.1,9.7,8.7,80.5,9.9,77.6,89.8,75.7,10.7,42.5,47.3,18.0,62.6,18.7,12.7,17.7,39.2,4.1,28.1,78.3,14.1,29.5,13.3,31.6,4.6,14.1
1238,FL,Florida,Big Coppitt Key,2458,21.1,23.2,18.6,32.0,75.4,6.3,8.4,80.3,7.0,71.7,87.0,68.1,8.1,38.0,30.6,19.8,61.4,18.7,11.0,16.2,32.7,3.0,25.3,73.4,15.1,31.8,11.9,35.7,3.2,13.8
1239,FL,Florida,Sarasota Springs,14395,20.1,25.5,16.4,31.5,75.4,7.7,8.3,81.6,7.0,74.2,87.8,70.9,8.4,41.4,40.5,18.3,64.2,20.1,9.9,15.5,30.2,3.1,23.7,73.9,15.5,27.3,11.6,34.8,3.3,12.9
1241,FL,Florida,Titusville,43647,20.0,27.3,14.1,36.8,77.6,7.9,9.5,80.9,8.3,77.2,86.7,69.6,9.9,36.1,31.7,19.0,57.7,20.0,12.8,18.2,34.3,3.7,27.9,75.5,15.7,34.3,13.0,34.4,4.2,15.7
1244,FL,Florida,Pioneer,697,31.8,29.4,13.7,39.8,79.0,7.3,9.5,74.9,10.5,71.6,85.2,64.6,12.9,32.4,25.1,26.2,46.0,20.0,17.1,27.1,36.8,4.5,37.0,73.5,16.8,35.7,17.6,32.8,5.0,22.1
1245,FL,Florida,Mary Esther,3851,17.9,25.2,15.5,34.5,75.1,7.2,8.3,79.6,6.6,74.6,87.3,72.0,7.8,42.5,41.0,17.4,62.5,19.2,10.2,14.5,32.8,2.9,23.1,69.5,14.8,29.9,10.7,34.0,3.1,13.6
1251,FL,Florida,Lower Grand Lagoon,3881,19.0,24.8,16.9,32.5,72.9,6.7,9.1,78.5,6.9,73.7,85.3,71.2,8.4,43.8,34.4,20.7,56.8,21.8,10.4,15.8,31.8,2.9,26.5,74.2,16.4,30.0,12.1,33.1,3.2,14.9
1254,FL,Florida,South Brooksville,3980,21.6,35.0,11.9,44.3,82.5,9.5,9.2,78.9,10.9,78.3,88.4,73.0,13.2,39.3,32.7,22.2,51.1,19.7,15.7,22.5,38.5,4.7,32.3,71.0,15.3,36.9,15.9,34.1,5.6,20.2
1255,FL,Florida,Fruitville,13218,17.7,24.0,16.8,29.7,74.8,7.5,8.0,82.3,6.5,74.0,88.1,70.8,7.5,42.2,39.0,16.2,66.9,19.5,9.0,13.8,29.0,2.9,21.7,74.9,15.0,25.9,10.6,34.0,3.1,12.4
1266,FL,Florida,Leisure City,22655,42.4,20.3,13.3,32.4,71.3,4.0,9.2,75.2,6.6,73.5,80.6,61.2,7.8,23.8,21.7,22.1,43.1,17.4,15.7,29.1,29.2,3.8,43.2,74.4,18.5,34.9,16.2,39.9,3.7,22.3
1274,FL,Florida,Jupiter,55395,17.3,22.1,15.5,30.6,75.5,7.7,7.7,83.8,6.6,74.6,89.2,77.1,6.9,45.7,46.6,13.8,70.5,17.2,9.3,12.1,32.8,2.9,20.1,78.8,13.1,23.5,9.6,31.1,2.9,10.6
1276,FL,Florida,Archer,1137,15.7,22.5,15.4,32.1,74.9,6.6,9.2,82.8,5.6,74.0,89.4,76.8,6.4,47.6,36.5,14.0,63.4,18.0,10.0,13.0,31.0,2.8,21.4,77.1,14.6,30.4,9.8,31.6,3.0,11.5
1278,FL,Florida,Pinecrest,18234,15.7,18.4,14.7,26.4,74.2,6.3,6.9,85.1,4.8,75.9,90.3,74.0,4.2,42.6,35.9,9.0,74.3,14.1,8.7,10.1,30.1,2.4,19.8,77.1,11.7,22.7,7.9,30.6,2.1,6.4
1281,FL,Florida,Fidelis,156,20.3,30.5,14.7,40.2,75.6,7.6,9.4,74.8,8.9,74.2,85.8,69.3,11.5,46.6,34.7,26.3,52.3,21.3,13.2,20.2,36.5,3.7,32.3,72.7,17.9,33.0,14.6,35.7,4.3,19.5
1283,FL,Florida,Melbourne Beach,3101,13.1,25.9,14.3,34.2,78.2,8.9,8.2,85.4,7.4,77.8,90.5,73.1,7.4,42.2,37.3,12.9,69.6,17.9,10.4,12.2,35.8,3.1,20.3,77.1,12.4,29.4,9.9,29.7,3.2,9.3
1285,FL,Florida,Pensacola,52008,18.6,28.0,13.7,37.9,77.4,7.2,9.2,80.0,7.2,79.2,87.5,72.9,8.4,42.6,34.9,18.1,58.3,20.3,12.2,17.5,33.0,3.5,25.6,78.0,15.3,34.8,12.2,34.6,4.0,15.1
1288,FL,Florida,Chuluota,2483,15.2,18.9,19.7,24.8,68.7,5.4,8.2,84.1,4.3,72.6,86.9,73.2,5.2,45.8,39.3,14.3,67.1,19.1,7.3,9.7,28.7,2.1,18.8,75.8,14.7,27.4,8.3,32.6,2.0,9.1
1292,FL,Florida,Bonifay,2793,24.5,33.8,13.2,42.6,78.3,8.2,10.5,75.8,10.4,77.1,84.8,67.6,14.3,34.1,28.4,26.2,42.6,22.9,15.3,26.4,36.9,4.6,35.1,71.9,18.6,36.4,17.7,36.2,5.7,24.4
1298,FL,Florida,Zephyrhills North,2520,20.8,40.6,10.2,46.3,85.5,12.6,8.6,77.1,14.0,80.9,91.2,73.4,14.9,35.5,32.7,20.0,54.2,20.6,16.9,22.8,43.3,5.3,32.7,69.4,13.6,30.0,16.1,31.3,6.3,18.7
1299,FL,Florida,Havana,1754,23.4,30.5,12.4,44.7,79.7,7.6,10.5,81.5,8.5,80.9,88.7,75.8,10.9,41.0,33.1,22.8,51.9,19.1,16.4,23.8,34.9,4.3,34.8,79.1,16.6,41.2,15.2,37.5,5.3,20.6
1305,FL,Florida,Micanopy,600,16.9,28.7,14.1,39.6,79.0,7.8,9.5,80.4,8.7,75.3,89.5,73.1,9.9,42.6,30.8,18.1,56.9,18.8,14.0,18.5,36.4,3.9,26.2,76.4,15.1,33.3,13.5,32.5,4.5,16.2
1306,FL,Florida,Plantation Mobile Home Park,1260,33.1,19.0,16.3,29.7,68.4,4.5,9.2,76.9,5.9,70.6,82.3,66.9,8.5,31.0,37.7,23.6,52.0,19.6,11.1,20.6,28.7,2.9,30.8,76.9,17.8,30.5,13.3,37.8,3.1,21.5
1313,FL,Florida,Immokalee,24154,54.2,19.0,15.0,30.5,67.6,3.2,10.4,69.8,6.5,67.6,74.1,55.2,9.5,25.8,22.7,29.1,31.4,19.0,15.9,35.2,28.2,3.9,47.0,73.8,20.4,38.0,18.0,39.8,4.4,36.4
